question_id,image_name,category,abc_label,raw_output,prediction,ground_truth,correct
3267.png-0,3267.png,partsOfA,False,A) Microvilli,A,A,True
3267.png-2,3267.png,partsOfA,True,A) j,A,B,False
3267.png-1,3267.png,partsOfA,True,C) q,C,C,True
1083.png-2,1083.png,partsOfA,False,D) nucleus,D,D,True
1083.png-1,1083.png,partsOfA,False,A) cell membrane,A,A,True
1083.png-3,1083.png,partsOfA,True,D) a,D,D,True
1083.png-0,1083.png,partsOfA,True,C) h,C,C,True
3260.png-0,3260.png,partsOfA,True,C) ribosomes,C,C,True
3647.png-0,3647.png,partsOfA,False,C) left atrium,C,C,True
3647.png-2,3647.png,partsOfA,True,D) The Superior Vena Cava,D,C,False
3647.png-1,3647.png,partsOfA,True,A) O,A,A,True
3219.png-0,3219.png,partsOfA,False,C) Pistil,C,C,True
3219.png-1,3219.png,partsOfA,False,B) Node,B,B,True
1203.png-1,1203.png,partsOfA,True,B) F,B,A,False
1203.png-2,1203.png,partsOfA,True,A) G,A,C,False
1203.png-0,1203.png,partsOfA,False,B) pollen tube,B,B,True
1111.png-0,1111.png,partsOfA,False,B) Petiole,B,B,True
1111.png-1,1111.png,partsOfA,True,D) Petiole,D,D,True
1111.png-2,1111.png,partsOfA,False,D) Margin,D,D,True
1184.png-0,1184.png,partsOfA,False,B) Nucleolus,B,B,True
1184.png-1,1184.png,partsOfA,True,B) Chromatin,B,B,True
3403.png-0,3403.png,partsOfA,False,C) Caudal hair,C,D,False
3403.png-1,3403.png,partsOfA,False,B) Antenna hair,B,B,True
3229.png-0,3229.png,partsOfA,False,C) (iv),C,C,True
3766.png-1,3766.png,partsOfA,True,C) Right lung,C,C,True
3766.png-0,3766.png,partsOfA,False,A) Bronchial tubes,A,A,True
3149.png-0,3149.png,partsOfA,False,D) axillary bud,D,D,True
3149.png-1,3149.png,partsOfA,False,B) petiole,B,B,True
568.png-0,568.png,partsOfA,True,A) B,A,B,False
568.png-1,568.png,partsOfA,True,B) leaf sheath,B,B,True
3611.png-0,3611.png,partsOfA,False,D) ribs,D,D,True
3137.png-0,3137.png,partsOfA,False,A) cuticle,A,A,True
1398.png-1,1398.png,partsOfA,False,C) STOMACH,C,C,True
1398.png-0,1398.png,partsOfA,False,D) DIGESTIVE SYSTEM OF HUMAN BODY,D,D,True
3265.png-1,3265.png,partsOfA,True,A) mitochondrion,A,A,True
3265.png-0,3265.png,partsOfA,False,A) Cell,A,A,True
2956.png-0,2956.png,partsOfA,False,C) occipital lobe,C,A,False
2956.png-1,2956.png,partsOfA,False,B) frontal lobe,B,B,True
3871.png-0,3871.png,partsOfA,True,D) cotyledon,D,D,True
3682.png-1,3682.png,partsOfA,False,D) rectum,D,D,True
3682.png-0,3682.png,partsOfA,False,C) esophagus,C,C,True
1389.png-0,1389.png,partsOfA,True,A) appendix,A,B,False
3100.png-0,3100.png,partsOfA,True,A) C,A,D,False
3187.png-1,3187.png,partsOfA,False,A) shoot tip,A,A,True
3187.png-0,3187.png,partsOfA,False,D) root cap,D,D,True
3492.png-0,3492.png,partsOfA,True,C) J,C,C,True
1157.png-1,1157.png,partsOfA,True,B) Draws minerals and water,B,B,True
1157.png-0,1157.png,partsOfA,True,A) I,A,C,False
3855.png-0,3855.png,partsOfA,True,A) E,A,D,False
3855.png-1,3855.png,partsOfA,True,C) Phloem,C,C,True
3128.png-1,3128.png,partsOfA,True,A) d,A,C,False
3128.png-0,3128.png,partsOfA,True,A) d,A,B,False
1384.png-0,1384.png,partsOfA,True,A) F,A,B,False
2868.png-0,2868.png,partsOfA,False,C) dermis,C,C,True
3469.png-0,3469.png,partsOfA,True,B) BJ,B,D,False
3315.png-0,3315.png,partsOfA,True,B) Nucleolus,B,C,False
3315.png-1,3315.png,partsOfA,True,C) J,C,A,False
3712.png-1,3712.png,partsOfA,True,B) anal canal,B,B,True
3712.png-0,3712.png,partsOfA,False,C) Salivary Gland,C,C,True
3747.png-0,3747.png,partsOfA,False,C) rectum,C,C,True
3046.png-0,3046.png,partsOfA,True,B) The nucleus,B,B,True
3936.png-1,3936.png,partsOfA,False,C) petiole,C,C,True
3936.png-0,3936.png,partsOfA,True,D) petiole,D,A,False
3012.png-0,3012.png,partsOfA,True,A) B,A,C,False
3012.png-1,3012.png,partsOfA,True,A) D,A,A,True
3454.png-0,3454.png,partsOfA,False,C) Leg,C,C,True
2999.png-0,2999.png,partsOfA,True,C) H,C,D,False
1192.png-0,1192.png,partsOfA,True,A) Sepal,A,A,True
3160.png-2,3160.png,partsOfA,False,B) stamen,B,B,True
3160.png-1,3160.png,partsOfA,True,B) anther,B,D,False
3160.png-0,3160.png,partsOfA,True,C) f,C,D,False
3321.png-0,3321.png,partsOfA,True,C) J,C,C,True
3276.png-0,3276.png,partsOfA,False,B) nucleus,B,B,True
3553.png-3,3553.png,partsOfA,True,A) valcuole,A,A,True
3553.png-0,3553.png,partsOfA,True,B) F,B,B,True
3553.png-1,3553.png,partsOfA,False,D) vacuole,D,D,True
3553.png-2,3553.png,partsOfA,False,B) cell wall,B,B,True
3173.png-2,3173.png,partsOfA,True,A) filament,A,A,True
3173.png-0,3173.png,partsOfA,False,D) Filament,D,D,True
3173.png-1,3173.png,partsOfA,False,C) Petal,C,C,True
3328.png-1,3328.png,partsOfA,True,A) A membrane-bound organelle in the cytoplasm of most cells,A,C,False
3328.png-2,3328.png,partsOfA,False,C) Nucleus,C,C,True
3328.png-0,3328.png,partsOfA,True,D) f,D,B,False
3745.png-0,3745.png,partsOfA,False,A) digestive,A,A,True
3432.png-2,3432.png,partsOfA,False,C) anther,C,C,True
3432.png-1,3432.png,partsOfA,False,C) stamen,C,C,True
3432.png-0,3432.png,partsOfA,True,B) i,B,C,False
3777.png-0,3777.png,partsOfA,False,D) Esophagus,D,D,True
3777.png-1,3777.png,partsOfA,True,B) H,B,A,False
3017.png-1,3017.png,partsOfA,True,C) Talus,C,C,True
3017.png-0,3017.png,partsOfA,False,D) tibia,D,B,False
3054.png-1,3054.png,partsOfA,True,B) DNA,B,B,True
3054.png-0,3054.png,partsOfA,False,B) DNA,B,B,True
1150.png-1,1150.png,partsOfA,False,D) Sun,D,D,True
1150.png-0,1150.png,partsOfA,False,D) root,D,D,True
3628.png-1,3628.png,partsOfA,False,B) Oxygen,B,B,True
3628.png-0,3628.png,partsOfA,True,A) H,A,A,True
1090.png-2,1090.png,partsOfA,True,D) petiole,D,A,False
1090.png-1,1090.png,partsOfA,False,C) Leaf,C,C,True
1090.png-0,1090.png,partsOfA,True,B) F,B,D,False
1164.png-1,1164.png,partsOfA,False,D) centriole,D,D,True
1164.png-2,1164.png,partsOfA,True,D) j,D,C,False
1164.png-0,1164.png,partsOfA,True,A) j,A,A,True
3365.png-0,3365.png,partsOfA,True,B) Anther,B,C,False
3365.png-1,3365.png,partsOfA,True,A) I,A,B,False
3282.png-2,3282.png,partsOfA,True,A) k,A,A,True
3282.png-0,3282.png,partsOfA,True,D) f,D,D,True
3282.png-1,3282.png,partsOfA,False,B) Nuclear membrane,B,B,True
3846.png-0,3846.png,partsOfA,True,B) stem,B,B,True
3846.png-1,3846.png,partsOfA,False,C) Mother leaf,C,C,True
3905.png-1,3905.png,partsOfA,True,A) c,A,D,False
3905.png-0,3905.png,partsOfA,True,A) f,A,A,True
3411.png-0,3411.png,partsOfA,True,A) C,A,C,False
3426.png-0,3426.png,partsOfA,False,D) Petal,D,D,True
3426.png-1,3426.png,partsOfA,True,D) stamen,D,C,False
3089.png-2,3089.png,partsOfA,False,A) Dendrites,A,A,True
3089.png-0,3089.png,partsOfA,False,A) Nerve,A,A,True
3089.png-1,3089.png,partsOfA,True,A) axon,A,A,True
2906.png-0,2906.png,partsOfA,True,A) breathe,A,C,False
2967.png-0,2967.png,partsOfA,False,B) Petiole,B,B,True
2967.png-1,2967.png,partsOfA,True,C) Bud,C,D,False
2967.png-3,2967.png,partsOfA,False,A) Bud,A,D,False
2967.png-2,2967.png,partsOfA,True,D) Leaflet,D,D,True
3683.png-0,3683.png,partsOfA,False,A) Bile,A,A,True
3683.png-1,3683.png,partsOfA,False,B) Stomach,B,B,True
3425.png-0,3425.png,partsOfA,False,C) peduncle,C,C,True
3191.png-0,3191.png,partsOfA,True,C) anther,C,C,True
1395.png-0,1395.png,partsOfA,False,D) anus,D,D,True
1395.png-1,1395.png,partsOfA,False,C) Liver,C,C,True
3268.png-0,3268.png,partsOfA,True,B) Intermediate filaments,B,A,False
3268.png-1,3268.png,partsOfA,True,A) J,A,B,False
3637.png-2,3637.png,partsOfA,True,A) Carotid Artery,A,D,False
3637.png-1,3637.png,partsOfA,False,D) heart,D,C,False
3637.png-3,3637.png,partsOfA,False,A) femoral artery,A,A,True
3637.png-0,3637.png,partsOfA,True,A) E,A,B,False
3409.png-1,3409.png,partsOfA,True,B) L,B,A,False
3409.png-0,3409.png,partsOfA,True,A) G,A,C,False
3595.png-1,3595.png,partsOfA,True,B) trachea,B,A,False
3595.png-2,3595.png,partsOfA,True,D) trachea,D,C,False
3595.png-0,3595.png,partsOfA,False,C) Diaphragm,C,C,True
3743.png-0,3743.png,partsOfA,False,B) Digestive System,B,B,True
3255.png-0,3255.png,partsOfA,False,A) nucleolus,A,A,True
3255.png-2,3255.png,partsOfA,False,C) cell wall,C,C,True
3255.png-1,3255.png,partsOfA,True,B) K,B,A,False
3312.png-1,3312.png,partsOfA,True,D) M,D,B,False
3312.png-0,3312.png,partsOfA,True,D) J,D,C,False
2969.png-2,2969.png,partsOfA,True,B) node of ranvier,B,A,False
2969.png-3,2969.png,partsOfA,False,A) axon terminals,A,A,True
2969.png-0,2969.png,partsOfA,False,A) nucleus,A,A,True
2969.png-1,2969.png,partsOfA,True,A) nucleus,A,A,True
3715.png-1,3715.png,partsOfA,False,A) anus,A,A,True
3715.png-0,3715.png,partsOfA,False,D) gallbladder,D,D,True
3715.png-2,3715.png,partsOfA,True,C) j,C,D,False
3485.png-0,3485.png,partsOfA,False,D) forewing,D,D,True
3485.png-1,3485.png,partsOfA,True,B) F,B,A,False
3485.png-2,3485.png,partsOfA,True,B) F,B,A,False
3284.png-0,3284.png,partsOfA,True,D) Nucleus,D,D,True
3308.png-0,3308.png,partsOfA,True,A) G,A,D,False
3308.png-1,3308.png,partsOfA,False,C) Falgella,C,C,True
2916.png-0,2916.png,partsOfA,True,B) Pelvics,B,B,True
3207.png-1,3207.png,partsOfA,True,C) anther and filament,C,C,True
3207.png-0,3207.png,partsOfA,False,D) Pollen,D,D,True
3207.png-2,3207.png,partsOfA,False,C) Anther,C,C,True
3803.png-0,3803.png,partsOfA,True,A) stomach,A,C,False
3803.png-1,3803.png,partsOfA,True,C) salivary gland,C,D,False
3803.png-2,3803.png,partsOfA,False,A) Anus,A,A,True
3783.png-0,3783.png,partsOfA,False,B) Duodenum,B,B,True
3783.png-2,3783.png,partsOfA,False,C) Stomach,C,C,True
3783.png-1,3783.png,partsOfA,True,B) H,B,C,False
1218.png-0,1218.png,partsOfA,True,B) cell wall,B,D,False
1218.png-1,1218.png,partsOfA,True,C) cell wall,C,C,True
2839.png-1,2839.png,partsOfA,False,D) Fin,D,D,True
2839.png-0,2839.png,partsOfA,False,D) Tail,D,D,True
1106.png-0,1106.png,partsOfA,True,D) Blade,D,B,False
3350.png-0,3350.png,partsOfA,True,A) thorax,A,A,True
3350.png-1,3350.png,partsOfA,True,D) A,D,C,False
3350.png-2,3350.png,partsOfA,False,B) thorax,B,B,True
3582.png-0,3582.png,partsOfA,True,D) shoot,D,D,True
3386.png-1,3386.png,partsOfA,False,D) 6 legs,D,D,True
3386.png-0,3386.png,partsOfA,False,C) Butterfly,C,C,True
3912.png-0,3912.png,partsOfA,True,C) back section,C,A,False
3912.png-1,3912.png,partsOfA,False,C) abdomen,C,C,True
3676.png-1,3676.png,partsOfA,False,D) small intestine,D,D,True
3676.png-0,3676.png,partsOfA,True,A) h,A,C,False
3676.png-2,3676.png,partsOfA,False,B) salivary gland,B,B,True
3428.png-0,3428.png,partsOfA,False,C) Anther,C,C,True
1393.png-1,1393.png,partsOfA,True,D) G,D,D,True
1393.png-0,1393.png,partsOfA,False,D) esophagus,D,D,True
3736.png-0,3736.png,partsOfA,True,D) D,D,C,False
3736.png-2,3736.png,partsOfA,False,C) esophagus,C,C,True
3736.png-1,3736.png,partsOfA,False,C) B,C,C,True
2927.png-0,2927.png,partsOfA,True,B) Scar from forest fire,B,B,True
2927.png-1,2927.png,partsOfA,True,B) D,B,B,True
3983.png-0,3983.png,partsOfA,False,D) pith,D,D,True
3541.png-1,3541.png,partsOfA,False,A) Cell wall,A,A,True
3541.png-0,3541.png,partsOfA,True,A) K,A,C,False
3541.png-2,3541.png,partsOfA,True,A) M,A,A,True
3446.png-0,3446.png,partsOfA,True,A) rectum,A,A,True
3446.png-1,3446.png,partsOfA,True,D) aorta,D,D,True
3646.png-0,3646.png,partsOfA,False,D) Right ventricle,D,D,True
1104.png-1,1104.png,partsOfA,True,D) Leafstalk,D,C,False
1104.png-0,1104.png,partsOfA,False,A) leaf,A,A,True
3134.png-0,3134.png,partsOfA,False,C) Upper Epidermis,C,C,True
3134.png-1,3134.png,partsOfA,False,A) Cuticle,A,A,True
3314.png-0,3314.png,partsOfA,False,B) cell membrane,B,B,True
3283.png-0,3283.png,partsOfA,True,C) ribosomes,C,B,False
3773.png-0,3773.png,partsOfA,False,A) Human body,A,A,True
3773.png-1,3773.png,partsOfA,False,A) Colon,A,A,True
3856.png-0,3856.png,partsOfA,False,B) ground tissue,B,B,True
3856.png-1,3856.png,partsOfA,True,B) d,B,B,True
1179.png-1,1179.png,partsOfA,False,C) Vacuole,C,C,True
1179.png-0,1179.png,partsOfA,False,B) Cell membrane,B,B,True
3569.png-0,3569.png,partsOfA,True,C) Vascular bundle,C,C,True
3569.png-1,3569.png,partsOfA,False,D) cuticle,D,D,True
3487.png-0,3487.png,partsOfA,True,C) F,C,A,False
3487.png-1,3487.png,partsOfA,False,C) Trachea,C,C,True
3487.png-2,3487.png,partsOfA,True,B) E,B,C,False
3815.png-0,3815.png,partsOfA,False,B) Testa,B,B,True
3815.png-2,3815.png,partsOfA,True,A) C,A,B,False
3815.png-1,3815.png,partsOfA,True,A) A,A,C,False
3975.png-0,3975.png,partsOfA,True,A) ligule,A,C,False
3975.png-1,3975.png,partsOfA,True,C) ovary,C,C,True
3509.png-0,3509.png,partsOfA,False,D) vacuole,D,D,True
3960.png-0,3960.png,partsOfA,True,C) midrib,C,C,True
2909.png-0,2909.png,partsOfA,False,A) Pelvic Fin,A,A,True
2996.png-1,2996.png,partsOfA,False,A) Oral cavity,A,A,True
2996.png-0,2996.png,partsOfA,True,B) J,B,B,True
1200.png-0,1200.png,partsOfA,False,D) Abdomen,D,B,False
3768.png-0,3768.png,partsOfA,True,A) M,A,B,False
3768.png-1,3768.png,partsOfA,False,C) Trachea,C,C,True
3010.png-0,3010.png,partsOfA,True,D) parietal lobe,D,D,True
3010.png-1,3010.png,partsOfA,True,A) parietal lobe,A,B,False
3788.png-1,3788.png,partsOfA,True,C) D,C,C,True
3788.png-0,3788.png,partsOfA,False,D) d,D,D,True
3214.png-0,3214.png,partsOfA,False,C) 2,C,C,True
3145.png-0,3145.png,partsOfA,False,D) B,D,D,True
3442.png-2,3442.png,partsOfA,True,B) L,B,C,False
3442.png-1,3442.png,partsOfA,False,D) Metathorax,D,A,False
3442.png-0,3442.png,partsOfA,False,D) Prothoracic legs,D,D,True
3442.png-3,3442.png,partsOfA,True,"B) L, N and C",B,D,False
3075.png-0,3075.png,partsOfA,False,D) Rough endoplasmic reticulum,D,D,True
3075.png-2,3075.png,partsOfA,True,C) Cytoplasm is a fluid that fills cells,C,C,True
3075.png-1,3075.png,partsOfA,False,B) Microtubules,B,A,False
3918.png-0,3918.png,partsOfA,True,C) Biotite Mica,C,C,True
3918.png-3,3918.png,partsOfA,True,C) A,C,A,False
3918.png-2,3918.png,partsOfA,False,C) gold,C,C,True
3918.png-1,3918.png,partsOfA,False,D) biotite mica,D,D,True
3008.png-0,3008.png,partsOfA,True,B) Pith,B,B,True
3008.png-1,3008.png,partsOfA,True,D) outer bark,D,D,True
1133.png-0,1133.png,partsOfA,False,B) Root,B,B,True
1133.png-1,1133.png,partsOfA,True,A) d,A,B,False
2891.png-0,2891.png,partsOfA,False,B) nuclear envelope,B,B,True
7.png-0,7.png,partsOfA,False,D) Cactus,D,D,True
3877.png-0,3877.png,partsOfA,True,A) Leaf Stalk,A,B,False
3877.png-1,3877.png,partsOfA,True,D) Leaf Stalk,D,D,True
3877.png-2,3877.png,partsOfA,False,D) Acuminate Tip,D,D,True
3186.png-0,3186.png,partsOfA,False,D) nucleolus,D,D,True
3186.png-2,3186.png,partsOfA,True,B) e,B,B,True
3186.png-1,3186.png,partsOfA,True,C) j,C,C,True
1161.png-0,1161.png,partsOfA,True,A) J,A,A,True
1161.png-1,1161.png,partsOfA,True,A) karyoplasm,A,A,True
1210.png-2,1210.png,partsOfA,True,A) simple eye,A,A,True
1210.png-1,1210.png,partsOfA,True,A) leg,A,A,True
1210.png-3,1210.png,partsOfA,False,C) Thorax,C,C,True
1210.png-0,1210.png,partsOfA,False,A) Hind,A,A,True
1213.png-0,1213.png,partsOfA,False,C) thorax,C,C,True
1213.png-1,1213.png,partsOfA,False,A) thorax,A,A,True
3369.png-0,3369.png,partsOfA,True,A) A,A,C,False
3206.png-0,3206.png,partsOfA,False,D) Only roots are present under the ground.,D,D,True
3929.png-1,3929.png,partsOfA,True,D) antenna,D,D,True
3929.png-0,3929.png,partsOfA,True,A) organ of smell,A,C,False
3929.png-2,3929.png,partsOfA,False,A) banded abdomen,A,A,True
3505.png-2,3505.png,partsOfA,False,A) ribsosome,A,A,True
3505.png-1,3505.png,partsOfA,True,D) chloroplast,D,A,False
3505.png-0,3505.png,partsOfA,False,A) cell wall,A,A,True
3496.png-1,3496.png,partsOfA,True,C) Mitochondrion,C,C,True
3496.png-0,3496.png,partsOfA,False,C) Chromatin,C,B,False
3273.png-0,3273.png,partsOfA,True,C) Ribosome,C,A,False
1147.png-0,1147.png,partsOfA,False,B) root system,B,B,True
3507.png-0,3507.png,partsOfA,False,A) cytoplasm,A,A,True
3507.png-1,3507.png,partsOfA,False,D) cell membrane,D,D,True
3507.png-2,3507.png,partsOfA,True,D) chloroplast,D,C,False
3507.png-3,3507.png,partsOfA,True,B) d,B,B,True
3410.png-1,3410.png,partsOfA,False,A) air cell,A,A,True
3410.png-2,3410.png,partsOfA,False,D) albumin,D,B,False
3410.png-0,3410.png,partsOfA,True,A) D,A,B,False
1383.png-0,1383.png,partsOfA,True,B) Right Ventricle,B,B,True
1402.png-0,1402.png,partsOfA,True,D) O,D,C,False
3780.png-0,3780.png,partsOfA,True,B) D,B,C,False
3780.png-3,3780.png,partsOfA,False,A) Esophagus,A,A,True
3780.png-1,3780.png,partsOfA,False,C) Small intestines,C,C,True
3780.png-2,3780.png,partsOfA,True,A) E,A,B,False
3884.png-1,3884.png,partsOfA,True,B) I,B,B,True
3884.png-0,3884.png,partsOfA,True,A) F,A,A,True
3884.png-2,3884.png,partsOfA,False,D) pith,D,D,True
3520.png-1,3520.png,partsOfA,False,C) Cell wall,C,C,True
3520.png-0,3520.png,partsOfA,False,B) Chloroplast,B,B,True
3520.png-2,3520.png,partsOfA,True,B) l,B,B,True
4460.png-0,4460.png,typesOf,False,B) Flat,B,B,True
4460.png-3,4460.png,typesOf,False,D) Normal,D,D,True
4460.png-1,4460.png,typesOf,True,B) C,B,C,False
4460.png-2,4460.png,typesOf,True,B) C,B,B,True
1002.png-0,1002.png,typesOf,True,B) Label D,B,C,False
1002.png-1,1002.png,typesOf,True,A) Label B,A,D,False
4455.png-0,4455.png,typesOf,True,A) C,A,A,True
4455.png-1,4455.png,typesOf,True,A) C,A,D,False
12.png-2,12.png,typesOf,True,A) Wax paper,A,A,True
12.png-1,12.png,typesOf,False,D) wax paper,D,D,True
12.png-0,12.png,typesOf,False,C) drying sponge cactus,C,C,True
825.png-0,825.png,typesOf,True,B) Puparium,B,C,False
825.png-2,825.png,typesOf,True,A) puparium,A,A,True
825.png-4,825.png,typesOf,False,B) larva,B,B,True
825.png-1,825.png,typesOf,True,D) Puparium,D,D,True
825.png-3,825.png,typesOf,False,A) puparium,A,A,True
825.png-5,825.png,typesOf,True,D) puparium,D,A,False
4567.png-3,4567.png,typesOf,False,D) 26.73,D,D,True
4567.png-1,4567.png,typesOf,False,B) 97.77,B,B,True
4567.png-0,4567.png,typesOf,True,C) Jupiter,C,A,False
4567.png-2,4567.png,typesOf,True,D) Jupiter,D,B,False
4344.png-0,4344.png,typesOf,False,A) schizocarp,A,D,False
4344.png-2,4344.png,typesOf,False,B) drupe,B,B,True
4344.png-1,4344.png,typesOf,True,D) Schizocarp,D,D,True
4495.png-0,4495.png,typesOf,True,A) oblique,A,A,True
4818.png-1,4818.png,typesOf,False,A) achene,A,A,True
4818.png-0,4818.png,typesOf,True,A) J,A,C,False
4560.png-0,4560.png,typesOf,True,B) H,B,C,False
4796.png-2,4796.png,typesOf,False,A) Cephalis roots,A,A,True
4796.png-0,4796.png,typesOf,True,B) A,B,A,False
4796.png-1,4796.png,typesOf,True,A) monliform root of Portulaca,A,A,True
4796.png-3,4796.png,typesOf,False,B) sweet potato roots,B,B,True
4386.png-0,4386.png,typesOf,False,B) 4,B,D,False
4386.png-1,4386.png,typesOf,False,B) Leaf,B,B,True
4386.png-2,4386.png,typesOf,True,A) A,A,D,False
618.png-0,618.png,typesOf,True,D) 15-40 days,D,C,False
618.png-1,618.png,typesOf,True,A) D,A,C,False
618.png-2,618.png,typesOf,True,C) D,C,C,True
618.png-3,618.png,typesOf,False,B) larva,B,B,True
1287.png-1,1287.png,typesOf,False,D) transplant,D,D,True
1287.png-5,1287.png,typesOf,True,A) E,A,A,True
1287.png-4,1287.png,typesOf,False,C) maturity,C,C,True
1287.png-3,1287.png,typesOf,True,A) D,A,B,False
1287.png-0,1287.png,typesOf,True,A) A,A,B,False
1287.png-2,1287.png,typesOf,True,B) E,B,D,False
4453.png-1,4453.png,typesOf,True,B) high,B,B,True
4453.png-0,4453.png,typesOf,True,D) A,D,A,False
1288.png-2,1288.png,typesOf,True,A) inflorescence emergence,A,A,True
1288.png-1,1288.png,typesOf,True,C) seedling growth,C,C,True
1288.png-3,1288.png,typesOf,True,B) beginning of tillering,B,B,True
1288.png-5,1288.png,typesOf,False,A) Maturity,A,A,True
1288.png-0,1288.png,typesOf,False,A) Emergence,A,A,True
1288.png-4,1288.png,typesOf,True,A) J,A,A,True
4523.png-0,4523.png,typesOf,False,A) dicot,A,A,True
4574.png-2,4574.png,typesOf,False,D) Planets,D,D,True
4574.png-0,4574.png,typesOf,True,B) Jupiter,B,B,True
4574.png-1,4574.png,typesOf,False,C) Earth,C,C,True
4329.png-1,4329.png,typesOf,True,A) B,A,A,True
4329.png-0,4329.png,typesOf,True,A) G,A,D,False
4329.png-2,4329.png,typesOf,False,D) passion fruit,D,D,True
1022.png-2,1022.png,typesOf,True,B) B,B,A,False
1022.png-3,1022.png,typesOf,True,B) Leaves,B,B,True
1022.png-0,1022.png,typesOf,False,A) 3,A,C,False
1022.png-1,1022.png,typesOf,False,C) 4,C,D,False
4467.png-1,4467.png,typesOf,True,C) moderate overpronation,C,D,False
4467.png-0,4467.png,typesOf,False,A) 5th,A,B,False
4467.png-2,4467.png,typesOf,True,D) severe overpronation,D,A,False
4593.png-3,4593.png,typesOf,False,C) Serrate,C,D,False
4593.png-2,4593.png,typesOf,False,B) Serrate,B,B,True
4593.png-0,4593.png,typesOf,True,A) G,A,B,False
4593.png-1,4593.png,typesOf,True,A) G,A,D,False
1442.png-1,1442.png,typesOf,True,D) Pupae in its chrysalis,D,B,False
1442.png-2,1442.png,typesOf,False,C) pupa,C,C,True
1442.png-0,1442.png,typesOf,True,C) I,C,C,True
110.png-2,110.png,typesOf,True,A) The dragonfly has a longer body compared to the butterfly.,A,A,True
110.png-0,110.png,typesOf,False,B) Butterfly,B,B,True
110.png-1,110.png,typesOf,False,B) Dragonfly,B,B,True
4357.png-0,4357.png,typesOf,True,D) R,D,D,True
4357.png-1,4357.png,typesOf,False,A) daffodil,A,A,True
4357.png-2,4357.png,typesOf,False,C) carnation,C,C,True
4767.png-1,4767.png,typesOf,False,A) a leaf,A,A,True
4767.png-0,4767.png,typesOf,False,B) a leaf,B,B,True
4840.png-1,4840.png,typesOf,False,A) Roman,A,A,True
4840.png-2,4840.png,typesOf,False,D) Greek,D,A,False
4840.png-0,4840.png,typesOf,True,B) c,B,A,False
4634.png-0,4634.png,typesOf,True,"C) rabbits, grasshoppers and crickets",C,C,True
4517.png-1,4517.png,typesOf,True,B) Simple leaves,B,B,True
4517.png-0,4517.png,typesOf,True,A) Palmate,A,A,True
826.png-3,826.png,typesOf,False,A) 3,A,A,True
826.png-0,826.png,typesOf,False,D) 3,D,D,True
826.png-2,826.png,typesOf,True,A) 3,A,A,True
826.png-4,826.png,typesOf,True,A) 4,A,B,False
826.png-1,826.png,typesOf,True,A) Black soldier fly,A,A,True
4824.png-0,4824.png,typesOf,True,C) E,C,A,False
4824.png-1,4824.png,typesOf,True,B) E,B,A,False
4831.png-0,4831.png,typesOf,False,C) roots,C,C,True
4332.png-0,4332.png,typesOf,False,D) Potato and sweet potato,D,D,True
4332.png-1,4332.png,typesOf,True,A) Dandelion,A,A,True
4586.png-0,4586.png,typesOf,False,C) Ant,C,C,True
4586.png-2,4586.png,typesOf,True,B) 1,B,D,False
